Reporter,type_Reporter,Partner,type_Partner,Flow,Item_code,type_Item,Year,Reported_value,Final_value,Final_value_methodology,Balanced_value
UY,c,WL,g,X,SC,s,2023,709.5189,709.5189,R_IMF,1078.738188
UY,c,WL,g,X,SD,s,2023,2250.3988,2250.3988,R_IMF,2735.559481
UY,c,WL,g,X,SE,s,2023,0,0,R_IMF,31.92167
UY,c,WL,g,X,SF,s,2023,53.1972,53.1972,R_IMF,109.021227
UY,c,WL,g,X,SG,s,2023,329.0911,329.0911,R_IMF,171.768355
UY,c,WL,g,X,SH,s,2023,113.14,113.14,R_IMF,97.089664
UY,c,WL,g,X,SI,s,2023,1354.0892,1354.0892,R_IMF,864.964151
UY,c,WL,g,X,SJ,s,2023,1902.8446,1902.8446,R_IMF,1151.055942
UY,c,WL,g,X,SK,s,2023,83.3385,83.3385,R_IMF,110.985659
UY,c,WL,g,X,SL,s,2023,59.1089,59.1089,R_IMF,39.387401
UY,c,WL,g,X,S,s,2024,6948.3225,6948.3225,R_IMF,6557.333768
UY,c,WL,g,X,SA,s,2024,0,0,R_IMF,3.204673
UY,c,WL,g,X,SB,s,2024,25.5232,25.5232,R_IMF,40.264688
UY,c,WL,g,X,SC,s,2024,783.775111,783.775111,R_IMF,1126.77594
UY,c,WL,g,X,SD,s,2024,2189.462832,2189.462832,R_IMF,2722.976474
UY,c,WL,g,X,SE,s,2024,0,0,R_IMF,44.600203
UY,c,WL,g,X,SF,s,2024,53.707101,53.707101,R_IMF,153.984797
UY,c,WL,g,X,SG,s,2024,346.528605,346.528605,R_IMF,188.012957
UY,c,WL,g,X,SH,s,2024,114.628902,114.628902,R_IMF,110.344126
UY,c,WL,g,X,SI,s,2024,1354.037419,1354.037419,R_IMF,853.569927
UY,c,WL,g,X,SJ,s,2024,1922.733528,1922.733528,R_IMF,1138.597768
UY,c,WL,g,X,SK,s,2024,98.816901,98.816901,R_IMF,132.792775
UY,c,WL,g,X,SL,s,2024,59.108901,59.108901,R_IMF,42.209439
